seqnames	start	strand	context	counts.methylated	counts.total	posteriorMax	status	rc.meth.lvl
4	12324603	-	CG	0	12	0.9999	U	0.0023
4	12437112	+	CG	0	1	0.9997	U	0.0025
4	12890545	+	CG	0	6	0.9997	U	0.0024
4	13230792	-	CG	0	2	0.9223	U	0.0381
4	13417143	-	CG	0	14	0.9999	U	0.0023
4	13821019	+	CG	0	7	0.9998	U	0.0024
4	13821022	+	CG	0	8	0.9999	U	0.0023
4	14004404	+	CG	0	7	0.9998	U	0.0024
4	14355196	-	CG	0	15	0.9999	U	0.0023
4	14582793	+	CG	0	6	0.9999	U	0.0023
4	14672667	-	CG	0	13	0.9999	U	0.0023
4	14713405	+	CG	0	11	0.9999	U	0.0023
4	15039339	+	CG	0	4	0.9979	U	0.0032
4	15039412	-	CG	0	11	0.9999	U	0.0023
4	15243726	+	CG	0	9	0.9999	U	0.0023
4	15377162	+	CG	0	18	0.9999	U	0.0023
4	15528426	+	CG	0	12	0.9999	U	0.0023
4	15543950	-	CG	0	9	0.9999	U	0.0023
4	15652751	-	CG	0	5	0.9999	U	0.0023
4	15731448	+	CG	0	13	0.9999	U	0.0023
4	15787199	+	CG	0	5	0.9998	U	0.0024
4	16413974	+	CG	0	13	0.9999	U	0.0023
4	16441087	+	CG	0	4	0.9999	U	0.0024
4	16441089	+	CG	0	4	0.9999	U	0.0023
4	16726632	-	CG	0	2	0.9998	U	0.0024
4	16799818	-	CG	0	18	0.9999	U	0.0023
4	16835617	-	CG	0	11	0.9999	U	0.0023
4	17173357	-	CG	0	4	0.9999	U	0.0024
4	17326541	+	CG	0	14	0.9999	U	0.0023
4	17507004	+	CG	0	4	0.9999	U	0.0024
4	17687103	-	CG	0	14	0.9999	U	0.0023
4	17828187	-	CG	0	8	0.9999	U	0.0023
4	17828189	-	CG	0	8	0.9999	U	0.0023
4	17904537	+	CG	0	3	0.9999	U	0.0023
4	17915206	+	CG	0	10	0.9999	U	0.0023
4	17915211	+	CG	0	10	0.9999	U	0.0023
4	17935323	-	CG	0	5	0.9993	U	0.0026
4	17948695	+	CG	0	5	0.9999	U	0.0023
4	18209400	+	CG	0	5	0.9999	U	0.0023
4	18284926	-	CG	0	12	0.9999	U	0.0023
4	18284929	-	CG	0	12	0.9999	U	0.0023
4	18377307	-	CG	0	9	0.9999	U	0.0023
4	18488436	+	CG	0	15	0.9999	U	0.0023
5	383153	+	CG	0	11	0.9999	U	0.0023
5	404469	+	CG	0	14	0.9981	U	0.0031
5	472906	-	CG	0	10	0.9999	U	0.0023
5	561179	+	CG	0	10	0.9999	U	0.0023
5	801948	+	CG	0	11	0.9999	U	0.0023
5	1048163	+	CG	0	14	0.9999	U	0.0023
5	1073486	-	CG	0	13	0.9999	U	0.0023
5	1169153	+	CG	0	13	0.9999	U	0.0023
5	1192262	+	CG	0	17	0.9999	U	0.0023
5	1302473	-	CG	0	5	0.9999	U	0.0023
5	1632804	+	CG	0	7	0.9999	U	0.0023
5	1698272	+	CG	0	12	0.9999	U	0.0023
5	1745240	-	CG	0	5	0.9999	U	0.0023
5	2056529	+	CG	0	18	0.9999	U	0.0023
5	2732920	-	CG	0	10	0.9999	U	0.0023
5	2851533	-	CG	0	8	0.9999	U	0.0023
5	2882302	+	CG	0	10	0.9999	U	0.0023
5	2916151	+	CG	0	6	0.9998	U	0.0024
5	3058911	+	CG	0	6	0.9999	U	0.0023
5	3066567	+	CG	0	13	0.9999	U	0.0023
5	3144266	-	CG	0	5	0.9999	U	0.0023
5	3297433	-	CG	0	13	0.9999	U	0.0023
5	3304782	-	CG	0	7	0.9999	U	0.0023
5	3427893	-	CG	0	13	0.9999	U	0.0023
5	3758809	+	CG	0	19	0.9999	U	0.0023
5	3780305	+	CG	0	10	0.9999	U	0.0023
5	3861526	-	CG	0	5	0.9999	U	0.0023
5	4122402	+	CG	0	12	0.9999	U	0.0023
5	4176511	+	CG	0	12	0.9999	U	0.0023
5	4262566	-	CG	0	9	0.9999	U	0.0023
5	4292704	+	CG	0	6	0.9999	U	0.0023
5	4307566	-	CG	0	11	0.9999	U	0.0023
5	4516889	-	CG	0	5	0.9999	U	0.0023
5	4570993	-	CG	0	18	0.9999	U	0.0023
5	4710565	+	CG	0	10	0.9999	U	0.0023
5	4775830	-	CG	0	20	0.9999	U	0.0023
5	4842066	-	CG	0	10	0.9999	U	0.0023
5	4866032	-	CG	0	13	0.9999	U	0.0023
5	4929500	-	CG	0	7	0.9999	U	0.0023
5	5130449	+	CG	0	18	0.9999	U	0.0023
5	5157846	+	CG	0	10	0.9999	U	0.0023
5	5195596	+	CG	1	12	0.9989	U	0.0028
5	5251174	-	CG	0	16	0.9999	U	0.0023
5	5392576	+	CG	0	13	0.9999	U	0.0023
5	5454656	+	CG	0	20	0.9999	U	0.0023
5	5485205	+	CG	0	4	0.9999	U	0.0023
5	5526594	-	CG	0	10	0.9999	U	0.0023
5	5568389	+	CG	0	6	0.9996	U	0.0024
5	5662995	-	CG	0	18	0.9999	U	0.0023
5	5689943	-	CG	0	6	0.9999	U	0.0023
5	5692987	-	CG	0	5	0.9999	U	0.0023
5	5833998	-	CG	0	7	0.9999	U	0.0023
5	6027297	-	CG	0	7	0.9999	U	0.0023
5	6095078	-	CG	0	1	0.9986	U	0.0029
5	6498745	+	CG	0	13	0.9999	U	0.0023
5	6531533	+	CG	0	12	0.9999	U	0.0023
5	6578507	-	CG	0	21	0.9999	U	0.0023
5	6771186	-	CG	0	8	0.9999	U	0.0023
5	7133507	-	CG	0	10	0.9999	U	0.0023
5	7152921	-	CG	0	15	0.9999	U	0.0023
5	7296339	-	CG	0	2	0.9998	U	0.0024
5	7334280	-	CG	0	15	0.9999	U	0.0023
5	7340048	-	CG	0	16	0.9999	U	0.0023
5	7406033	+	CG	0	4	0.9996	U	0.0025
5	7443461	-	CG	0	15	0.9999	U	0.0023
5	7541073	+	CG	0	15	0.9999	U	0.0023
5	7571175	+	CG	0	15	0.9999	U	0.0023
5	7749019	-	CG	0	8	0.9999	U	0.0023
5	7998197	+	CG	0	9	0.9999	U	0.0023
5	8453576	+	CG	0	7	0.9999	U	0.0023
5	8884835	-	CG	0	15	0.9999	U	0.0023
5	8982890	-	CG	0	8	0.9999	U	0.0023
5	9101680	-	CG	0	9	0.9999	U	0.0023
5	9142866	+	CG	1	3	0.5435	I	0.2414
5	9418138	+	CG	0	16	0.9999	U	0.0023
5	9437187	+	CG	0	12	0.9999	U	0.0023
5	9480312	+	CG	0	13	0.9999	U	0.0023
5	9540861	+	CG	0	5	0.9999	U	0.0023
5	9571189	+	CG	0	3	0.9999	U	0.0023
5	9578376	+	CG	0	12	0.9999	U	0.0023
5	9731516	+	CG	0	8	0.9998	U	0.0024
5	9731556	-	CG	0	15	0.9999	U	0.0023
5	10004413	+	CG	0	14	0.9999	U	0.0023
5	10193120	-	CG	0	17	0.9999	U	0.0023
5	10301940	+	CG	0	1	0.9986	U	0.003
5	10428734	+	CG	5	14	0.9998	I	0.4398
5	13356882	-	CG	0	8	0.9999	U	0.0023
5	13584106	+	CG	0	2	0.9997	U	0.0024
5	13661924	+	CG	0	6	0.9999	U	0.0023
5	13661926	+	CG	0	5	0.9999	U	0.0023
5	13868358	-	CG	0	16	0.9999	U	0.0023
5	13925449	-	CG	0	18	0.9999	U	0.0023
5	14075017	-	CG	0	9	0.9999	U	0.0023
5	14253432	-	CG	0	0	0.9815	M	0.8689
5	14629453	+	CG	0	0	0.999	U	0.0028
5	14650917	+	CG	0	18	0.9999	U	0.0023
5	14792814	-	CG	0	11	0.9999	U	0.0023
5	14792824	+	CG	0	10	0.9999	U	0.0023
5	15060864	-	CG	0	7	0.9999	U	0.0023
5	15065303	+	CG	0	7	0.9997	U	0.0024
5	15345394	+	CG	0	10	0.9999	U	0.0023
5	15423980	+	CG	0	9	0.9999	U	0.0023
5	15439253	+	CG	0	5	0.9992	U	0.0026
5	15470719	-	CG	0	5	0.9999	U	0.0023
5	15551245	+	CG	0	7	0.9999	U	0.0023
5	15569248	-	CG	0	10	0.9999	U	0.0023
5	15987463	+	CG	0	14	0.9999	U	0.0023
5	15987466	+	CG	0	14	0.9999	U	0.0023
5	16101348	+	CG	0	15	0.9999	U	0.0023
5	16293645	-	CG	0	16	0.9999	U	0.0023
5	16365901	+	CG	0	8	0.9999	U	0.0023
5	16758215	-	CG	0	4	0.9972	U	0.0035
5	16760851	+	CG	0	10	0.9999	U	0.0023
5	16985101	+	CG	0	10	0.9999	U	0.0023
5	17363879	-	CG	0	4	0.9999	U	0.0023
5	17643979	-	CG	0	8	0.9999	U	0.0023
5	17667450	-	CG	0	23	0.9999	U	0.0023
5	17765423	-	CG	0	11	0.9999	U	0.0023
5	17843805	-	CG	0	8	0.9999	U	0.0023
5	17934221	-	CG	0	9	0.9999	U	0.0023
5	18080157	-	CG	0	10	0.9999	U	0.0023
5	18168152	+	CG	0	6	0.9998	U	0.0024
5	18182042	+	CG	0	2	0.9999	U	0.0023
5	18387092	+	CG	0	10	0.9999	U	0.0023
5	18572306	+	CG	0	10	0.9999	U	0.0023
5	18615176	+	CG	0	6	0.9999	U	0.0023
5	18683324	+	CG	0	7	0.9999	U	0.0023
5	18736811	-	CG	0	13	0.9999	U	0.0023
5	19071828	+	CG	0	5	0.9998	U	0.0024
5	19098767	-	CG	0	11	0.9999	U	0.0023
5	19098770	-	CG	0	12	0.9999	U	0.0023
5	19347875	+	CG	0	9	0.9999	U	0.0023
5	19590310	+	CG	0	13	0.9999	U	0.0023
5	19711541	+	CG	0	1	0.9962	U	0.004
5	19786470	+	CG	0	10	0.9999	U	0.0023
5	19924358	+	CG	0	3	0.9999	U	0.0023
5	20702457	+	CG	0	5	0.9999	U	0.0023
5	20841239	+	CG	1	13	0.9998	U	0.0024
5	20841242	+	CG	0	12	0.9999	U	0.0023
5	20891003	-	CG	0	15	0.9999	U	0.0023
5	20945679	+	CG	0	0	0.9998	U	0.0024
5	21170048	+	CG	0	4	0.9993	U	0.0026
5	21417612	-	CG	0	14	0.9999	U	0.0023
5	21548397	+	CG	0	15	0.9999	U	0.0023
5	21568021	-	CG	0	12	0.9999	U	0.0023
5	21571903	-	CG	0	14	0.9999	U	0.0023
5	21688768	+	CG	0	13	0.9999	U	0.0023
5	21865145	-	CG	0	16	0.9999	U	0.0023
5	21865149	-	CG	0	15	0.9999	U	0.0023
5	22032042	+	CG	0	6	0.9996	U	0.0024
5	22046357	-	CG	0	12	0.9999	U	0.0023
5	22124390	+	CG	0	14	0.9999	U	0.0023
5	22209403	+	CG	0	9	0.9999	U	0.0023
5	22318308	+	CG	0	16	0.9999	U	0.0023
5	22369009	+	CG	0	7	0.9997	U	0.0024
5	22454802	-	CG	0	8	0.9999	U	0.0023
5	22474145	+	CG	0	7	0.9998	U	0.0024
5	22492896	+	CG	0	15	0.9999	U	0.0023
5	22538559	+	CG	0	13	0.9999	U	0.0023
5	22597996	+	CG	0	13	0.9999	U	0.0023
5	22828058	-	CG	0	8	0.9999	U	0.0023
5	23198608	-	CG	0	15	0.9999	U	0.0023
5	23324645	+	CG	0	7	0.9999	U	0.0023
5	23488750	+	CG	1	11	0.9995	U	0.0025
5	23626829	+	CG	0	5	0.9999	U	0.0023
5	23967217	+	CG	0	19	0.9999	U	0.0023
5	24227418	+	CG	0	4	0.9993	U	0.0026
5	24564975	-	CG	0	16	0.9999	U	0.0023
5	24674963	+	CG	0	0	0.9999	U	0.0023
5	24721969	-	CG	0	8	0.9999	U	0.0023
5	24741977	+	CG	0	13	0.9999	U	0.0023
5	24833983	-	CG	0	17	0.9999	U	0.0023
5	25045046	-	CG	0	15	0.9999	U	0.0023
5	25103307	-	CG	0	7	0.9999	U	0.0023
5	25475922	-	CG	0	8	0.9999	U	0.0023
5	25563313	-	CG	0	12	0.9999	U	0.0023
5	25825002	+	CG	0	15	0.9999	U	0.0023
5	25948393	-	CG	1	15	0.9999	U	0.0023
5	25955374	+	CG	0	13	0.9999	U	0.0023
5	25955376	+	CG	0	13	0.9999	U	0.0023
5	25969037	+	CG	0	16	0.9999	U	0.0023
5	26078256	-	CG	0	14	0.9999	U	0.0023
5	26151337	+	CG	0	11	0.9999	U	0.0023
5	26433968	+	CG	0	5	0.9999	U	0.0023
5	26821960	-	CG	0	10	0.9999	U	0.0023
